dataset,sample_id,clean_text,noisy_text,label,noise_type,severity,word_count,token_count,sigma_prime,alpha,oov_rate,clean_pred,noisy_pred,clean_score,noisy_score,delta_p,failure_label,clean_raw_output,noisy_raw_output
squad,216,What group can amend the Victorian constitution?,WHat groUP can amENd The Victorian constitutioN?,"[""Parliament of Victoria"", ""the Parliament of Victoria"", ""Parliament of Victoria""]",random_case_flip,0.15,7,15,2.142857142857143,0.2,0.5333333333333333,The Parliament of Victoria can amend the Victorian constitution,The Parliament of Victoria can amend the Victorian constitution,0.6,0.6,0.0,0,The Parliament of Victoria can amend the Victorian constitution.,The Parliament of Victoria can amend the Victorian constitution.
squad,216,What group can amend the Victorian constitution?,wHAt gROUP can amENd The VictoriAn consTitutIoN?,"[""Parliament of Victoria"", ""the Parliament of Victoria"", ""Parliament of Victoria""]",random_case_flip,0.3,7,20,2.857142857142857,0.35,0.75,The Parliament of Victoria can amend the Victorian constitution,The Parliament of Victoria can amend the Victorian Constitution,0.6,0.6,0.0,0,The Parliament of Victoria can amend the Victorian constitution.,The Parliament of Victoria can amend the Victorian Constitution.
squad,217,What increases rapidly as per capita income increases?,Wyat incteases rapidly as per capita income incdeases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",keyboard_proximity,0.05,8,16,2.0,0.125,0.375,Life expectancy in poorer countries,Life expectancy increases rapidly as per capita income increases,0.5714285714285715,0.3636363636363636,0.2077922077922079,1,Life expectancy in poorer countries.,Life expectancy increases rapidly as per capita income increases.
squad,217,What increases rapidly as per capita income increases?,Wgat inxfrases rwoisly as per capita income inceeases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",keyboard_proximity,0.15,8,21,2.625,0.2857142857142857,0.238095238095238,Life expectancy in poorer countries,Life expectancy increases,0.5714285714285715,0.8,-0.2285714285714285,0,Life expectancy in poorer countries.,Life expectancy increases.
squad,217,What increases rapidly as per capita income increases?,Wbst ihftdases twlixly as per calita incimr inceeaess?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",keyboard_proximity,0.3,8,22,2.75,0.2272727272727272,0.5909090909090909,Life expectancy in poorer countries,Poorer countries,0.5714285714285715,0.0,0.5714285714285715,1,Life expectancy in poorer countries.,"Poorer countries. (In the passage, it is stated that life expectancy increases rapidly as per capita income increases in poorer countries.)"
squad,217,What increases rapidly as per capita income increases?,Wh@t incr3ases rapidly as per capita incom3 increases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",homoglyph,0.05,8,17,2.125,0.3529411764705882,0.2352941176470588,Life expectancy in poorer countries,Life expectancy increases rapidly as per capita income increases,0.5714285714285715,0.3636363636363636,0.2077922077922079,1,Life expectancy in poorer countries.,Life expectancy increases rapidly as per capita income increases.
squad,217,What increases rapidly as per capita income increases?,Wh@t incr3@se5 r@pidly as per capita incom3 1ncre@ses?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",homoglyph,0.15,8,27,3.375,0.4814814814814814,0.3703703703703703,Life expectancy in poorer countries,Life expectancy increases rapidly as per capita income increases,0.5714285714285715,0.3636363636363636,0.2077922077922079,1,Life expectancy in poorer countries.,Life expectancy increases rapidly as per capita income increases.
squad,217,What increases rapidly as per capita income increases?,Wh@7 1ncr3@se5 r@pidly as p3r c@pit@ 1ncom3 1ncre@53s?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",homoglyph,0.3,8,37,4.625,0.6756756756756757,0.3243243243243243,Life expectancy in poorer countries,Poorer countries,0.5714285714285715,0.0,0.5714285714285715,1,Life expectancy in poorer countries.,Poorer countries.
squad,217,What increases rapidly as per capita income increases?,Whhat incrreases rapidly as per capita income incrreases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",char_repetition,0.05,8,17,2.125,0.1764705882352941,0.4117647058823529,Life expectancy in poorer countries,Life expectancy increases rapidly as per capita income increases,0.5714285714285715,0.3636363636363636,0.2077922077922079,1,Life expectancy in poorer countries.,Life expectancy increases rapidly as per capita income increases.
squad,217,What increases rapidly as per capita income increases?,Whhat inccrreeases raappiddly as per capita income incrreases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",char_repetition,0.15,8,21,2.625,0.1428571428571428,0.4761904761904761,Life expectancy in poorer countries,Life expectancy increases rapidly,0.5714285714285715,0.6666666666666666,-0.0952380952380951,0,Life expectancy in poorer countries.,Life expectancy increases rapidly.
squad,217,What increases rapidly as per capita income increases?,Whhaat innccrreeases rraappiddly as per cappita incoomee incrreassees?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",char_repetition,0.3,8,28,3.5,0.2142857142857142,0.4285714285714285,Life expectancy in poorer countries,Life expectancy increases rapidly as per capita income increases,0.5714285714285715,0.3636363636363636,0.2077922077922079,1,Life expectancy in poorer countries.,Life expectancy increases rapidly as per capita income increases.
squad,217,What increases rapidly as per capita income increases?,Wat inceases rapidly as per capita income inceases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",char_deletion,0.05,8,14,1.75,0.0714285714285714,0.3571428571428571,Life expectancy in poorer countries,Life expectancy increases rapidly,0.5714285714285715,0.6666666666666666,-0.0952380952380951,0,Life expectancy in poorer countries.,Life expectancy increases rapidly.
squad,217,What increases rapidly as per capita income increases?,Wat inases rily as per capita income inceases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",char_deletion,0.15,8,14,1.75,0.1428571428571428,0.3571428571428571,Life expectancy in poorer countries,Life expectancy increases,0.5714285714285715,0.8,-0.2285714285714285,0,Life expectancy in poorer countries.,Life expectancy increases.
squad,217,What increases rapidly as per capita income increases?,Wt iases ily as per caita incm inceas?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",char_deletion,0.3,8,17,2.125,0.4117647058823529,0.4117647058823529,Life expectancy in poorer countries,Life expectancy increases as per capita income increases,0.5714285714285715,0.4,0.1714285714285714,0,Life expectancy in poorer countries.,Life expectancy increases as per capita income increases.
squad,217,What increases rapidly as per capita income increases?,What i ncreases rapidly as per capita income increases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",intra_word_whitespace,0.05,9,13,1.4444444444444444,0.2307692307692307,0.2307692307692307,Life expectancy in poorer countries,Life expectancy in poorer countries,0.5714285714285715,0.5714285714285715,0.0,0,Life expectancy in poorer countries.,Life expectancy in poorer countries.
squad,217,What increases rapidly as per capita income increases?,W hat incre ases rapidly as per capita income increases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",intra_word_whitespace,0.15,10,13,1.3,0.1538461538461538,0.0769230769230769,Life expectancy in poorer countries,Life expectancy increases rapidly,0.5714285714285715,0.6666666666666666,-0.0952380952380951,0,Life expectancy in poorer countries.,Life expectancy increases rapidly.
squad,217,What increases rapidly as per capita income increases?,W hat incre ases rapidly as per ca pita income increases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",intra_word_whitespace,0.3,11,14,1.2727272727272727,0.2142857142857142,0.1428571428571428,Life expectancy in poorer countries,Life expectancy increases rapidly,0.5714285714285715,0.6666666666666666,-0.0952380952380951,0,Life expectancy in poorer countries.,Life expectancy increases rapidly.
squad,217,What increases rapidly as per capita income increases?,WHat incReases rapidly as per capita income incReases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",random_case_flip,0.05,8,15,1.875,0.0666666666666666,0.4,Life expectancy in poorer countries,Life expectancy increases rapidly,0.5714285714285715,0.6666666666666666,-0.0952380952380951,0,Life expectancy in poorer countries.,Life expectancy increases rapidly.
squad,217,What increases rapidly as per capita income increases?,WHat inCREases rAPiDly as per capita income incReases?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",random_case_flip,0.15,8,19,2.375,0.2105263157894736,0.3157894736842105,Life expectancy in poorer countries,Life expectancy increases rapidly,0.5714285714285715,0.6666666666666666,-0.0952380952380951,0,Life expectancy in poorer countries.,Life expectancy increases rapidly.
squad,217,What increases rapidly as per capita income increases?,WHAt iNCREases RAPiDly as per caPita incOmE incReaSEs?,"[""life expectancy"", ""life expectancy"", ""life expectancy""]",random_case_flip,0.3,8,25,3.125,0.4,0.52,Life expectancy in poorer countries,Life expectancy increases rapidly as per capita income increases,0.5714285714285715,0.3636363636363636,0.2077922077922079,1,Life expectancy in poorer countries.,Life expectancy increases rapidly as per capita income increases.
squad,218,What is the only form kinetic energy can change into?,Wyat is tye only form kinetic energy can change ijto?,"[""potential"", ""potential"", ""potential"", ""potential""]",keyboard_proximity,0.05,10,17,1.7,0.2941176470588235,0.2352941176470588,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,Wjat is ynr only fiem jinetic energy can change ibto?,"[""potential"", ""potential"", ""potential"", ""potential""]",keyboard_proximity,0.15,10,18,1.8,0.3333333333333333,0.1666666666666666,Potential energy,Potential energy can change into kinetic energy in a closed system when a conservative force acts on it,0.6666666666666666,0.1176470588235294,0.5490196078431372,1,Potential energy.,"Potential energy can change into kinetic energy in a closed system when a conservative force acts on it.

Question: How is the force related to the difference in potential energy between two locations?

Answer: The force is related directly to the difference in potential energy between two different locations in space."
squad,218,What is the only form kinetic energy can change into?,Ayst iw fnd only fpfm minetic enefgy cwn cgwnge ibfo?,"[""potential"", ""potential"", ""potential"", ""potential""]",keyboard_proximity,0.3,10,24,2.4,0.4166666666666667,0.4583333333333333,Potential energy,A conservative force can only convert potential to kinetic energy,0.6666666666666666,0.1999999999999999,0.4666666666666667,1,Potential energy.,A conservative force can only convert potential to kinetic energy.
squad,218,What is the only form kinetic energy can change into?,Wh@t i5 the only form kinetic energy can change 1nto?,"[""potential"", ""potential"", ""potential"", ""potential""]",homoglyph,0.05,10,19,1.9,0.4210526315789473,0.1052631578947368,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,Wh@t i5 7he on1y f0rm kinetic energy can chan9e 1n7o?,"[""potential"", ""potential"", ""potential"", ""potential""]",homoglyph,0.15,10,29,2.9,0.5862068965517241,0.1724137931034483,Potential energy,A conservative force can change potential energy,0.6666666666666666,0.2857142857142857,0.3809523809523809,1,Potential energy.,A conservative force can change potential energy.
squad,218,What is the only form kinetic energy can change into?,Wh@7 i5 7he 0n1y f0rm k1n371c energy can chan93 1n70?,"[""potential"", ""potential"", ""potential"", ""potential""]",homoglyph,0.3,10,35,3.5,0.7142857142857143,0.1428571428571428,Potential energy,Kinetic or potential forms,0.6666666666666666,0.4,0.2666666666666666,1,Potential energy.,Kinetic or potential forms.
squad,218,What is the only form kinetic energy can change into?,Whhat is thhe only form kinetic energy can change innto?,"[""potential"", ""potential"", ""potential"", ""potential""]",char_repetition,0.05,10,17,1.7,0.1764705882352941,0.1764705882352941,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,Whhat is tthhee only foorrm kkinetic energy can change innto?,"[""potential"", ""potential"", ""potential"", ""potential""]",char_repetition,0.15,10,21,2.1,0.2857142857142857,0.3333333333333333,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,WWhhaat iss tthhee only foorrm kkinetic enerrgy caan chhaange inntto?,"[""potential"", ""potential"", ""potential"", ""potential""]",char_repetition,0.3,10,28,2.8,0.2142857142857142,0.5357142857142857,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy
squad,218,What is the only form kinetic energy can change into?,Wat is te only form kinetic energy can change ito?,"[""potential"", ""potential"", ""potential"", ""potential""]",char_deletion,0.05,10,14,1.4,0.2142857142857142,0.1428571428571428,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,Wat is  only fm inetic energy can change ito?,"[""potential"", ""potential"", ""potential"", ""potential""]",char_deletion,0.15,9,14,1.5555555555555556,0.2857142857142857,0.2142857142857142,Potential energy,Kinetic or potential energy,0.6666666666666666,0.4,0.2666666666666666,1,Potential energy.,Kinetic or potential energy.
squad,218,What is the only form kinetic energy can change into?,t i  only fm inetic enegy cn cnge io?,"[""potential"", ""potential"", ""potential"", ""potential""]",char_deletion,0.3,9,17,1.8888888888888888,0.5294117647058824,0.3529411764705882,Potential energy,"Yes, only potential and kinetic energy can change in a closed system",0.6666666666666666,0.1666666666666666,0.4999999999999999,1,Potential energy.,"Yes, only potential and kinetic energy can change in a closed system."
squad,218,What is the only form kinetic energy can change into?,What i s the only form kinetic energy can change into?,"[""potential"", ""potential"", ""potential"", ""potential""]",intra_word_whitespace,0.05,11,14,1.2727272727272727,0.2857142857142857,0.0714285714285714,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,W hat i s the only form kinetic energy can change into?,"[""potential"", ""potential"", ""potential"", ""potential""]",intra_word_whitespace,0.15,12,15,1.25,0.3333333333333333,0.0666666666666666,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,W hat i s the only f orm kinetic energy can change into?,"[""potential"", ""potential"", ""potential"", ""potential""]",intra_word_whitespace,0.3,13,17,1.3076923076923077,0.4117647058823529,0.1176470588235294,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,WHat is tHe only form kinetic energy can change iNto?,"[""potential"", ""potential"", ""potential"", ""potential""]",random_case_flip,0.05,10,17,1.7,0.2941176470588235,0.2352941176470588,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,WHat is THE only fORm Kinetic energy can change iNto?,"[""potential"", ""potential"", ""potential"", ""potential""]",random_case_flip,0.15,10,18,1.8,0.3333333333333333,0.2777777777777778,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,218,What is the only form kinetic energy can change into?,wHAt iS THE only fORm Kinetic eneRgy cAn cHAnge iNTo?,"[""potential"", ""potential"", ""potential"", ""potential""]",random_case_flip,0.3,10,27,2.7,0.5555555555555556,0.4444444444444444,Potential energy,Potential energy,0.6666666666666666,0.6666666666666666,0.0,0,Potential energy.,Potential energy.
squad,220,What theoretical device is attributed to Alan Turing?,Wyat thepretical device is attributed to Alan Thring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",keyboard_proximity,0.05,8,13,1.625,0.0769230769230769,0.1538461538461538,Turing machine,Turing machines were attributed to Alan Turing,0.5,0.4444444444444445,0.0555555555555555,0,Turing machine,Turing machines were attributed to Alan Turing.
squad,220,What theoretical device is attributed to Alan Turing?,Wgat thwlteticak secice is attributed to Alan Tyring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",keyboard_proximity,0.15,8,17,2.125,0.2352941176470588,0.4117647058823529,Turing machine,Definition of Turing machines,0.5,0.6666666666666666,-0.1666666666666666,0,Turing machine,Definition of Turing machines.
squad,220,What theoretical device is attributed to Alan Turing?,Wbst tbwpdeticao eebice is attrkbuted tp Wlwn Tyrjjg?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",keyboard_proximity,0.3,8,24,3.0,0.375,0.625,Turing machine,Alan Turing defined Turing machines in 1936,0.5,0.4444444444444445,0.0555555555555555,0,Turing machine,Alan Turing defined Turing machines in 1936.
squad,220,What theoretical device is attributed to Alan Turing?,Wh@t th3oretical device is attribu7ed to Alan Turing?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",homoglyph,0.05,8,18,2.25,0.3333333333333333,0.2222222222222222,Turing machine,Turing machines were defined by Alan Turing,0.5,0.4444444444444445,0.0555555555555555,0,Turing machine,Turing machines were defined by Alan Turing. (directly from the passage)
squad,220,What theoretical device is attributed to Alan Turing?,Wh@t th30ret1c@l device is attribu7ed t0 @lan Turing?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",homoglyph,0.15,8,24,3.0,0.5833333333333334,0.3333333333333333,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,Wh@7 7h30ret1c@l device 1s a77r1bu7ed t0 @lan 7ur1ng?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",homoglyph,0.3,8,35,4.375,0.6857142857142857,0.2857142857142857,Turing machine,Alan Turing defined a Turing machine,0.5,0.2857142857142857,0.2142857142857142,1,Turing machine,Alan Turing defined a Turing machine.
squad,220,What theoretical device is attributed to Alan Turing?,Whhat theooretical device is attributed to Alan Tuuring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",char_repetition,0.05,8,14,1.75,0.1428571428571428,0.2142857142857142,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,Whhat theeoorreticall ddevvice is attributed to Alan Tuuring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",char_repetition,0.15,8,19,2.375,0.2105263157894736,0.4210526315789473,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,Whhaat thheeoorreticall ddevvice is attriibuted too AAlaan Tuuriinng?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",char_repetition,0.3,8,29,3.625,0.1379310344827586,0.5862068965517241,Turing machine,Alan Turing is attributed to the definition of Turing machines,0.5,0.3636363636363636,0.1363636363636364,0,Turing machine,Alan Turing is attributed to the definition of Turing machines.
squad,220,What theoretical device is attributed to Alan Turing?,Wat theretical device is attributed to Alan Tring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",char_deletion,0.05,8,12,1.5,0.1666666666666666,0.25,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,Wat thetica eice is attributed to Alan Tring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",char_deletion,0.15,8,13,1.625,0.3076923076923077,0.3076923076923077,Turing machine,Alan Turing is attributed to the definition of Turing machines,0.5,0.3636363636363636,0.1363636363636364,0,Turing machine,Alan Turing is attributed to the definition of Turing machines.
squad,220,What theoretical device is attributed to Alan Turing?,Wt tetica eice is attrbuted t ln Trg?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",char_deletion,0.3,8,17,2.125,0.5294117647058824,0.4705882352941176,Turing machine,Alan Turing is attributed to the definition of Turing machines,0.5,0.3636363636363636,0.1363636363636364,0,Turing machine,Alan Turing is attributed to the definition of Turing machines.
squad,220,What theoretical device is attributed to Alan Turing?,What t heoretical device is attributed to Alan Turing?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",intra_word_whitespace,0.05,9,13,1.4444444444444444,0.2307692307692307,0.1538461538461538,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,W hat theor etical device is attributed to Alan Turing?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",intra_word_whitespace,0.15,10,14,1.4,0.2142857142857142,0.0714285714285714,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,W hat theor etical device is attributed t o Alan Turing?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",intra_word_whitespace,0.3,11,15,1.3636363636363635,0.3333333333333333,0.2,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,WHat theOretical device is attributed to Alan TUring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",random_case_flip,0.05,8,15,1.875,0.2666666666666666,0.1333333333333333,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,WHat thEOReticaL DeVice is attributed to Alan TUring?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",random_case_flip,0.15,8,19,2.375,0.3157894736842105,0.5263157894736842,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,220,What theoretical device is attributed to Alan Turing?,WHAt tHEOReticaL DeVice is attrIbuted tO alAn TUrINg?,"[""Turing machines"", ""Turing machines"", ""Turing machines""]",random_case_flip,0.3,8,26,3.25,0.4230769230769231,0.6538461538461539,Turing machine,Turing machine,0.5,0.5,0.0,0,Turing machine,Turing machine
squad,222,What is the largest medical school in Poland?,Wuat is tbe largest medical school in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",keyboard_proximity,0.05,8,11,1.375,0.1818181818181818,0.2727272727272727,The Medical University of Warsaw,Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Wbat is tgw largeag mwdical achool in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",keyboard_proximity,0.15,8,17,2.125,0.4117647058823529,0.2352941176470588,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Wgsy is tgw largrwy mwsiczl xchool ih Polznd?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",keyboard_proximity,0.3,8,23,2.875,0.4782608695652174,0.391304347826087,The Medical University of Warsaw,The Fryderyk Chopin University of Music is the oldest and largest music school in Poland,1.0,0.2352941176470588,0.7647058823529411,1,The Medical University of Warsaw,The Fryderyk Chopin University of Music is the oldest and largest music school in Poland.
squad,222,What is the largest medical school in Poland?,What i5 the largest medical school 1n Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",homoglyph,0.05,8,12,1.5,0.4166666666666667,0.0833333333333333,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Wh@t i5 7he l@r9est medical schoo1 1n Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",homoglyph,0.15,8,22,2.75,0.5909090909090909,0.3181818181818182,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Wh@7 15 7he 1@r93st m3dical schoo1 1n P01and?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",homoglyph,0.3,8,31,3.875,0.6451612903225806,0.2258064516129032,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Whhat is thhe largest medical school in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",char_repetition,0.05,8,11,1.375,0.0909090909090909,0.2727272727272727,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Whhat is thhee largesstt meedical sschool in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",char_repetition,0.15,8,18,2.25,0.2222222222222222,0.2777777777777778,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Whhaatt is thhee largeesstt meeddicaal sschool inn Polaand?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",char_repetition,0.3,8,23,2.875,0.2608695652173913,0.3043478260869565,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Wat is te largest medical school in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",char_deletion,0.05,8,9,1.125,0.1111111111111111,0.2222222222222222,The Medical University of Warsaw,Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,Wat is t large mdical chool in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",char_deletion,0.15,8,11,1.375,0.1818181818181818,0.4545454545454545,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,W is t larg micl chool i Polnd?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",char_deletion,0.3,8,12,1.5,0.4166666666666667,0.5833333333333334,The Medical University of Warsaw,unknown,1.0,0.0,1.0,1,The Medical University of Warsaw,"Warsaw University of Technology, Medical University of Warsaw, National Defence University, Fryderyk Chopin University of Music, Warsaw School of Economics, Warsaw University of Life Sciences"
squad,222,What is the largest medical school in Poland?,What i s the largest medical school in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",intra_word_whitespace,0.05,9,10,1.1111111111111112,0.3,0.1,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,What i s the largest medical school in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",intra_word_whitespace,0.15,9,10,1.1111111111111112,0.3,0.1,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,W hat i s the largest medical sc hool in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",intra_word_whitespace,0.3,11,13,1.181818181818182,0.3846153846153846,0.3076923076923077,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,WHat is tHe largest medical school in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",random_case_flip,0.05,8,11,1.375,0.1818181818181818,0.1818181818181818,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,WHat is tHE largeST mEdical School in Poland?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",random_case_flip,0.15,8,14,1.75,0.2142857142857142,0.2857142857142857,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,222,What is the largest medical school in Poland?,WHAT is tHE largEST mEDicAl School iN PolAnd?,"[""Medical University of Warsaw"", ""National Defence University"", ""Medical University of Warsaw""]",random_case_flip,0.3,8,17,2.125,0.2941176470588235,0.5294117647058824,The Medical University of Warsaw,The Medical University of Warsaw,1.0,1.0,0.0,0,The Medical University of Warsaw,The Medical University of Warsaw
squad,225,What is the Latin name for Black Death?,Whaf is the Latin name foe Black Death?,"[""atra mors"", ""atra mors"", ""atra mors""]",keyboard_proximity,0.05,8,11,1.375,0.1818181818181818,0.1818181818181818,Atra mors,Atra mors,1.0,1.0,0.0,0,Atra mors,Atra mors
squad,225,What is the Latin name for Black Death?,Qhay is tgd Latin name fot Blqck Death?,"[""atra mors"", ""atra mors"", ""atra mors""]",keyboard_proximity,0.15,8,14,1.75,0.3571428571428571,0.3571428571428571,Atra mors,Atra mors,1.0,1.0,0.0,0,Atra mors,Atra mors
